,airport,date,precip,snow,snowdepth,windgust,cloudcover,icon
1521,DFW,2018-03-03,0.0,0.0,0.0,42.5,38.9,partly-cloudy-day
1522,DFW,2018-03-04,0.6,0.0,0.0,41.9,92.9,rain
1523,DFW,2018-03-05,0.0,0.0,0.0,54.0,84.8,wind
1524,DFW,2018-03-06,0.0,0.0,0.0,51.8,41.5,wind
1525,DFW,2018-03-07,0.0,0.0,0.0,42.5,49.5,partly-cloudy-day
1526,DFW,2018-03-08,0.0,0.0,0.0,35.3,86.6,cloudy
1527,DFW,2018-03-09,0.0,0.0,0.0,55.7,81.2,wind
1528,DFW,2018-03-10,0.0,0.0,0.0,27.7,84.9,cloudy
1529,DFW,2018-03-11,0.0,0.0,0.0,72.3,87.3,wind
1530,DFW,2018-03-12,0.0,0.0,0.0,35.3,27.1,partly-cloudy-day
1531,DFW,2018-03-13,0.0,0.0,0.0,38.9,43.1,partly-cloudy-day
1532,DFW,2018-03-14,0.0,0.0,0.0,,22.5,clear-day
1533,DFW,2018-03-15,0.0,0.0,0.0,61.1,71.8,wind
1534,DFW,2018-03-16,0.01,0.0,0.0,55.2,78.0,rain
1535,DFW,2018-03-17,11.4,0.0,0.0,27.7,77.8,rain
1536,DFW,2018-03-18,3.34,0.0,0.0,47.9,81.6,rain
1537,DFW,2018-03-19,0.0,0.0,0.0,61.1,58.2,wind
1538,DFW,2018-03-20,0.0,0.0,0.0,44.6,41.2,wind
1539,DFW,2018-03-21,0.0,0.0,0.0,25.9,66.5,partly-cloudy-day
1540,DFW,2018-03-22,0.0,0.0,0.0,57.5,55.2,wind
1541,DFW,2018-03-23,0.0,0.0,0.0,62.9,87.8,wind
1542,DFW,2018-03-24,0.0,0.0,0.0,56.1,79.2,wind
1543,DFW,2018-03-25,0.0,0.0,0.0,38.9,84.5,wind
1544,DFW,2018-03-26,0.0,0.0,0.0,55.4,94.1,wind
1545,DFW,2018-03-27,37.24,0.0,0.0,44.4,99.3,rain
1546,DFW,2018-03-28,20.14,0.0,0.0,47.9,94.3,rain
1547,DFW,2018-03-29,0.0,0.0,0.0,40.7,68.4,partly-cloudy-day
1548,DFW,2018-03-30,0.0,0.0,0.0,29.5,32.7,partly-cloudy-day
1549,DFW,2018-03-31,0.0,0.0,0.0,60.4,63.6,wind
1550,DFW,2018-04-01,0.0,0.0,0.0,38.9,97.0,wind
1551,DFW,2018-04-02,0.0,0.0,0.0,,97.5,cloudy
1552,DFW,2018-04-03,6.85,0.0,0.0,68.0,72.4,rain
1553,DFW,2018-04-04,0.0,0.0,0.0,55.1,25.9,wind
1554,DFW,2018-04-05,0.0,0.0,0.0,48.5,69.3,wind
1555,DFW,2018-04-06,1.3,0.0,0.0,70.4,93.5,rain
1556,DFW,2018-04-07,0.0,0.0,0.0,64.7,98.1,wind
1557,DFW,2018-04-08,0.0,0.0,0.0,29.5,67.2,partly-cloudy-day
1558,DFW,2018-04-09,0.0,0.0,0.0,40.7,61.8,partly-cloudy-day
1559,DFW,2018-04-10,0.0,0.0,0.0,29.0,35.6,partly-cloudy-day
1560,DFW,2018-04-11,0.0,0.0,0.0,53.9,55.0,wind
1561,DFW,2018-04-12,0.0,0.0,0.0,66.5,57.2,wind
1562,DFW,2018-04-13,0.3,0.0,0.0,68.2,91.1,rain
1563,DFW,2018-04-14,0.0,0.0,0.0,62.9,42.1,wind
1564,DFW,2018-04-15,0.0,0.0,0.0,57.5,1.1,wind
1565,DFW,2018-04-16,0.0,0.0,0.0,51.8,15.9,wind
1566,DFW,2018-04-17,0.0,0.0,0.0,57.8,66.8,wind
1567,DFW,2018-04-18,0.0,0.0,0.0,56.9,38.7,wind
1568,DFW,2018-04-19,0.0,0.0,0.0,38.9,35.7,partly-cloudy-day
1569,DFW,2018-04-20,0.0,0.0,0.0,46.6,50.6,wind
1570,DFW,2018-04-21,11.59,0.0,0.0,47.9,90.4,rain
1571,DFW,2018-04-22,0.02,0.0,0.0,46.4,73.8,rain
1572,DFW,2018-04-23,0.0,0.0,0.0,37.1,46.3,partly-cloudy-day
1573,DFW,2018-04-24,0.0,0.0,0.0,,33.6,partly-cloudy-day
1574,DFW,2018-04-25,2.79,0.0,0.0,49.9,86.0,rain
1575,DFW,2018-04-26,0.0,0.0,0.0,25.9,29.6,partly-cloudy-day
1576,DFW,2018-04-27,0.0,0.0,0.0,27.7,49.1,partly-cloudy-day
1577,DFW,2018-04-28,0.0,0.0,0.0,,55.6,partly-cloudy-day
1578,DFW,2018-04-29,0.0,0.0,0.0,48.2,16.0,clear-day
1579,DFW,2018-04-30,0.0,0.0,0.0,53.5,74.0,wind
1580,DFW,2018-05-01,0.0,0.0,0.0,51.8,98.1,wind
1581,DFW,2018-05-02,0.3,0.0,0.0,61.1,98.5,rain
1582,DFW,2018-05-03,6.57,0.0,0.0,54.0,89.7,rain
1583,DFW,2018-05-04,18.68,0.0,0.0,37.1,83.8,rain
1584,DFW,2018-05-05,0.0,0.0,0.0,37.1,13.4,clear-day
1585,DFW,2018-05-06,0.0,0.0,0.0,,22.2,clear-day
1586,DFW,2018-05-07,0.0,0.0,0.0,,45.2,partly-cloudy-day
1587,DFW,2018-05-08,0.0,0.0,0.0,50.0,72.8,wind
1588,DFW,2018-05-09,0.0,0.0,0.0,46.7,53.2,wind
1589,DFW,2018-05-10,0.0,0.0,0.0,50.0,43.8,wind
1590,DFW,2018-05-11,0.0,0.0,0.0,61.1,36.9,wind
1591,DFW,2018-05-12,0.0,0.0,0.0,53.6,47.9,wind
1592,DFW,2018-05-13,0.0,0.0,0.0,38.9,64.6,wind
1593,DFW,2018-05-14,0.0,0.0,0.0,37.1,86.8,wind
1594,DFW,2018-05-15,0.0,0.0,0.0,,89.3,cloudy
1595,DFW,2018-05-16,0.0,0.0,0.0,29.5,66.6,partly-cloudy-day
1596,DFW,2018-05-17,0.0,0.0,0.0,,39.6,partly-cloudy-day
1597,DFW,2018-05-18,0.01,0.0,0.0,52.1,52.5,rain
1598,DFW,2018-05-19,0.0,0.0,0.0,53.5,68.1,wind
1599,DFW,2018-05-20,11.63,0.0,0.0,50.0,93.4,rain
1600,DFW,2018-05-21,0.0,0.0,0.0,,79.9,cloudy
1601,DFW,2018-05-22,0.0,0.0,0.0,29.5,73.4,partly-cloudy-day
1602,DFW,2018-05-23,0.0,0.0,0.0,29.5,44.2,partly-cloudy-day
1603,DFW,2018-05-24,0.0,0.0,0.0,25.9,51.0,partly-cloudy-day
1604,DFW,2018-05-25,0.0,0.0,0.0,43.0,47.6,partly-cloudy-day
1605,DFW,2018-05-26,0.3,0.0,0.0,,43.3,rain
1606,DFW,2018-05-27,0.0,0.0,0.0,35.3,47.0,partly-cloudy-day
1607,DFW,2018-05-28,0.0,0.0,0.0,31.7,40.5,partly-cloudy-day
1608,DFW,2018-05-29,0.0,0.0,0.0,33.5,46.8,partly-cloudy-day
1609,DFW,2018-05-30,0.0,0.0,0.0,44.6,31.8,wind
1610,DFW,2018-05-31,0.0,0.0,0.0,52.1,23.3,wind
1611,DFW,2018-06-01,0.0,0.0,0.0,42.5,16.4,wind
1612,DFW,2018-06-02,0.0,0.0,0.0,42.5,58.8,partly-cloudy-day
1613,DFW,2018-06-03,0.0,0.0,0.0,48.2,68.7,wind
1614,DFW,2018-06-04,5.13,0.0,0.0,53.6,74.5,rain
1615,DFW,2018-06-05,0.02,0.0,0.0,35.3,57.3,rain
1616,DFW,2018-06-06,7.6,0.0,0.0,94.1,52.9,rain
1617,DFW,2018-06-07,15.93,0.0,0.0,47.9,76.9,rain
1618,DFW,2018-06-08,0.0,0.0,0.0,38.9,64.7,wind
1619,DFW,2018-06-09,0.0,0.0,0.0,38.9,27.2,partly-cloudy-day
1620,DFW,2018-06-10,0.0,0.0,0.0,42.5,63.9,wind
1621,DFW,2018-06-11,0.0,0.0,0.0,45.7,64.8,wind
1622,DFW,2018-06-12,0.0,0.0,0.0,38.0,67.3,partly-cloudy-day
1623,DFW,2018-06-13,0.0,0.0,0.0,40.7,76.1,cloudy
1624,DFW,2018-06-14,0.0,0.0,0.0,38.9,26.6,partly-cloudy-day
1625,DFW,2018-06-15,0.0,0.0,0.0,40.7,25.3,partly-cloudy-day
1626,DFW,2018-06-16,0.0,0.0,0.0,46.4,55.6,wind
1627,DFW,2018-06-17,0.0,0.0,0.0,44.6,53.7,wind
1628,DFW,2018-06-18,0.01,0.0,0.0,48.2,76.8,rain
1629,DFW,2018-06-19,1.3,0.0,0.0,46.8,92.2,rain
1630,DFW,2018-06-20,0.81,0.0,0.0,25.9,84.7,rain
1631,DFW,2018-06-21,0.0,0.0,0.0,,42.0,partly-cloudy-day
1632,DFW,2018-06-22,0.0,0.0,0.0,40.7,33.0,partly-cloudy-day
1633,DFW,2018-06-23,0.5,0.0,0.0,46.7,66.9,rain
1634,DFW,2018-06-24,0.0,0.0,0.0,74.7,65.1,wind
1635,DFW,2018-06-25,1.0,0.0,0.0,66.5,55.6,rain
1636,DFW,2018-06-26,0.0,0.0,0.0,49.9,43.6,wind
1637,DFW,2018-06-27,0.0,0.0,0.0,38.9,9.7,wind
1638,DFW,2018-06-28,0.0,0.0,0.0,43.8,3.2,wind
1639,DFW,2018-06-29,0.0,0.0,0.0,47.8,19.3,wind
1640,DFW,2018-06-30,0.0,0.0,0.0,50.0,71.3,wind
1641,DFW,2018-07-01,0.0,0.0,0.0,53.6,38.1,wind
1642,DFW,2018-07-02,0.0,0.0,0.0,37.1,41.6,partly-cloudy-day
1643,DFW,2018-07-03,0.0,0.0,0.0,60.3,28.6,wind
1644,DFW,2018-07-04,0.0,0.0,0.0,46.4,73.4,wind
1645,DFW,2018-07-05,0.0,0.0,0.0,29.5,66.1,partly-cloudy-day
1646,DFW,2018-07-06,0.04,0.0,0.0,53.6,88.5,rain
1647,DFW,2018-07-07,0.0,0.0,0.0,37.1,56.3,partly-cloudy-day
1648,DFW,2018-07-08,0.0,0.0,0.0,33.5,58.7,partly-cloudy-day
1649,DFW,2018-07-09,0.04,0.0,0.0,51.8,69.5,rain
1650,DFW,2018-07-10,0.8,0.0,0.0,64.5,87.7,rain
1651,DFW,2018-07-11,0.0,0.0,0.0,29.5,86.4,cloudy
1652,DFW,2018-07-12,4.31,0.0,0.0,55.2,78.0,rain
1653,DFW,2018-07-13,0.0,0.0,0.0,37.0,59.7,partly-cloudy-day
1654,DFW,2018-07-14,0.0,0.0,0.0,40.7,40.1,partly-cloudy-day
1655,DFW,2018-07-15,0.0,0.0,0.0,37.1,20.4,clear-day
1656,DFW,2018-07-16,0.0,0.0,0.0,38.9,24.5,clear-day
1657,DFW,2018-07-17,0.0,0.0,0.0,29.5,21.9,clear-day
1658,DFW,2018-07-18,0.0,0.0,0.0,33.6,51.1,partly-cloudy-day
1659,DFW,2018-07-19,0.0,0.0,0.0,32.7,18.2,clear-day
1660,DFW,2018-07-20,0.0,0.0,0.0,42.5,79.4,wind
1661,DFW,2018-07-21,0.0,0.0,0.0,29.5,82.7,wind
1662,DFW,2018-07-22,0.0,0.0,0.0,38.9,60.3,partly-cloudy-day
1663,DFW,2018-07-23,0.0,0.0,0.0,44.6,85.3,wind
1664,DFW,2018-07-24,0.0,0.0,0.0,33.5,49.9,partly-cloudy-day
1665,DFW,2018-07-25,0.0,0.0,0.0,,42.1,partly-cloudy-day
1666,DFW,2018-07-26,0.0,0.0,0.0,,79.7,cloudy
1667,DFW,2018-07-27,0.0,0.0,0.0,,96.0,cloudy
1668,DFW,2018-07-28,0.0,0.0,0.0,44.6,71.8,partly-cloudy-day
1669,DFW,2018-07-29,0.0,0.0,0.0,38.9,57.9,partly-cloudy-day
1670,DFW,2018-07-30,1.31,0.0,0.0,79.8,77.1,rain
1671,DFW,2018-07-31,0.3,0.0,0.0,48.1,42.0,rain
1672,DFW,2018-08-01,0.0,0.0,0.0,27.7,10.8,clear-day
1673,DFW,2018-08-02,0.0,0.0,0.0,25.9,40.0,partly-cloudy-day
1674,DFW,2018-08-03,0.0,0.0,0.0,35.3,15.1,clear-day
1675,DFW,2018-08-04,0.0,0.0,0.0,44.6,50.4,wind
1676,DFW,2018-08-05,0.0,0.0,0.0,47.9,41.5,wind
1677,DFW,2018-08-06,0.0,0.0,0.0,37.1,52.5,partly-cloudy-day
1678,DFW,2018-08-07,0.0,0.0,0.0,44.6,44.0,wind
1679,DFW,2018-08-08,0.0,0.0,0.0,33.5,77.5,wind
1680,DFW,2018-08-09,6.2,0.0,0.0,37.1,85.8,rain
1681,DFW,2018-08-10,5.4,0.0,0.0,33.5,90.0,rain
1682,DFW,2018-08-11,51.28,0.0,0.0,35.3,96.2,rain
1683,DFW,2018-08-12,6.31,0.0,0.0,27.7,91.0,rain
1684,DFW,2018-08-13,8.15,0.0,0.0,78.5,97.7,rain
1685,DFW,2018-08-14,2.21,0.0,0.0,37.7,92.7,rain
1686,DFW,2018-08-15,0.0,0.0,0.0,40.7,42.8,partly-cloudy-day
1687,DFW,2018-08-16,0.0,0.0,0.0,33.5,50.9,partly-cloudy-day
1688,DFW,2018-08-17,0.0,0.0,0.0,31.7,67.2,partly-cloudy-day
1689,DFW,2018-08-18,2.22,0.0,0.0,42.0,73.6,rain
1690,DFW,2018-08-19,0.34,0.0,0.0,64.8,88.9,rain
1691,DFW,2018-08-20,0.0,0.0,0.0,33.5,38.7,partly-cloudy-day
1692,DFW,2018-08-21,0.0,0.0,0.0,,15.1,clear-day
1693,DFW,2018-08-22,0.0,0.0,0.0,,67.4,partly-cloudy-day
1694,DFW,2018-08-23,0.0,0.0,0.0,35.3,36.9,partly-cloudy-day
1695,DFW,2018-08-24,0.0,0.0,0.0,40.7,7.5,clear-day
1696,DFW,2018-08-25,0.0,0.0,0.0,31.7,10.8,clear-day
1697,DFW,2018-08-26,0.0,0.0,0.0,37.1,40.4,partly-cloudy-day
1698,DFW,2018-08-27,0.0,0.0,0.0,45.3,13.0,clear-day
1699,DFW,2018-08-28,0.0,0.0,0.0,45.6,23.4,wind
1700,DFW,2018-08-29,0.0,0.0,0.0,31.7,23.5,wind
1701,DFW,2018-08-30,0.0,0.0,0.0,31.7,33.7,partly-cloudy-day
1702,DFW,2018-08-31,0.0,0.0,0.0,33.5,30.3,partly-cloudy-day
1703,DFW,2018-09-01,0.0,0.0,0.0,37.1,33.9,partly-cloudy-day
1704,DFW,2018-09-02,0.0,0.0,0.0,46.4,46.3,wind
1705,DFW,2018-09-03,6.12,0.0,0.0,44.6,97.6,rain
1706,DFW,2018-09-04,0.01,0.0,0.0,40.7,87.9,rain
1707,DFW,2018-09-05,0.52,0.0,0.0,,87.9,rain
1708,DFW,2018-09-06,22.03,0.0,0.0,33.5,91.3,rain
1709,DFW,2018-09-07,13.78,0.0,0.0,51.6,88.6,rain
1710,DFW,2018-09-08,23.73,0.0,0.0,,97.0,rain
1711,DFW,2018-09-09,0.0,0.0,0.0,42.5,96.1,cloudy
1712,DFW,2018-09-10,0.8,0.0,0.0,,100.0,rain
1713,DFW,2018-09-11,0.95,0.0,0.0,,99.0,rain
1714,DFW,2018-09-12,2.29,0.0,0.0,44.6,87.4,rain
1715,DFW,2018-09-13,0.0,0.0,0.0,,69.8,partly-cloudy-day
1716,DFW,2018-09-14,11.47,0.0,0.0,31.7,61.8,rain
1717,DFW,2018-09-15,0.0,0.0,0.0,29.5,84.6,cloudy
1718,DFW,2018-09-16,0.0,0.0,0.0,,70.7,partly-cloudy-day
1719,DFW,2018-09-17,0.0,0.0,0.0,35.3,61.1,partly-cloudy-day
1720,DFW,2018-09-18,0.0,0.0,0.0,,24.4,clear-day
1721,DFW,2018-09-19,0.0,0.0,0.0,33.5,22.2,clear-day
1722,DFW,2018-09-20,1.47,0.0,0.0,48.2,67.4,rain
1723,DFW,2018-09-21,57.72,0.0,0.0,57.2,94.9,rain
1724,DFW,2018-09-22,118.82,0.0,0.0,44.6,100.0,rain
1725,DFW,2018-09-23,1.1,0.0,0.0,,100.0,rain
1726,DFW,2018-09-24,0.0,0.0,0.0,,85.1,cloudy
1727,DFW,2018-09-25,0.0,0.0,0.0,29.5,50.5,partly-cloudy-day
1728,DFW,2018-09-26,22.06,0.0,0.0,48.2,80.7,rain
1729,DFW,2018-09-27,0.0,0.0,0.0,25.9,52.2,partly-cloudy-day
1730,DFW,2018-09-28,0.0,0.0,0.0,,54.1,partly-cloudy-day
1731,DFW,2018-09-29,7.88,0.0,0.0,,93.5,rain
1732,DFW,2018-09-30,0.0,0.0,0.0,27.7,82.3,cloudy
1733,DFW,2018-10-01,0.0,0.0,0.0,35.3,67.2,partly-cloudy-day
1734,DFW,2018-10-02,0.0,0.0,0.0,,80.0,cloudy
1735,DFW,2018-10-03,0.0,0.0,0.0,44.6,39.4,partly-cloudy-day
1736,DFW,2018-10-04,0.0,0.0,0.0,29.5,23.2,clear-day
1737,DFW,2018-10-05,0.0,0.0,0.0,40.7,31.0,partly-cloudy-day
1738,DFW,2018-10-06,7.1,0.0,0.0,42.1,72.0,rain
1739,DFW,2018-10-07,3.33,0.0,0.0,77.5,87.4,rain
1740,DFW,2018-10-08,14.71,0.0,0.0,100.1,91.8,rain
1741,DFW,2018-10-09,57.11,0.0,0.0,51.8,92.3,rain
1742,DFW,2018-10-10,0.0,0.0,0.0,42.5,34.7,partly-cloudy-day
1743,DFW,2018-10-11,0.0,0.0,0.0,31.7,29.5,partly-cloudy-day
1744,DFW,2018-10-12,14.47,0.0,0.0,,95.6,rain
1745,DFW,2018-10-13,43.43,0.0,0.0,49.9,100.0,rain
1746,DFW,2018-10-14,1.61,0.0,0.0,46.7,92.4,rain
1747,DFW,2018-10-15,71.84,0.0,0.0,52.1,100.0,rain
1748,DFW,2018-10-16,43.1,0.0,0.0,40.7,100.0,rain
1749,DFW,2018-10-17,14.86,0.0,0.0,27.7,100.0,rain
1750,DFW,2018-10-18,0.0,0.0,0.0,38.9,99.0,cloudy
1751,DFW,2018-10-19,26.35,0.0,0.0,,99.8,rain
1752,DFW,2018-10-20,0.0,0.0,0.0,37.1,85.8,cloudy
1753,DFW,2018-10-21,0.0,0.0,0.0,,64.4,partly-cloudy-day
1754,DFW,2018-10-22,0.0,0.0,0.0,,90.6,cloudy
1755,DFW,2018-10-23,0.0,0.0,0.0,33.5,83.6,cloudy
1756,DFW,2018-10-24,52.36,0.0,0.0,37.1,98.9,rain
1757,DFW,2018-10-25,1.1,0.0,0.0,27.7,85.6,rain
1758,DFW,2018-10-26,0.0,0.0,0.0,29.5,20.4,clear-day
1759,DFW,2018-10-27,0.0,0.0,0.0,,11.8,clear-day
1760,DFW,2018-10-28,0.0,0.0,0.0,,0.0,clear-day
1761,DFW,2018-10-29,0.0,0.0,0.0,37.1,27.4,partly-cloudy-day
1762,DFW,2018-10-30,0.0,0.0,0.0,48.9,75.6,wind
1763,DFW,2018-10-31,28.91,0.0,0.0,57.0,99.0,rain
1764,DFW,2018-11-01,0.0,0.0,0.0,48.4,68.2,wind
1765,DFW,2018-11-02,0.0,0.0,0.0,33.5,33.8,partly-cloudy-day
1766,DFW,2018-11-03,8.11,0.0,0.0,63.0,71.2,rain
1767,DFW,2018-11-04,0.0,0.0,0.0,50.0,57.2,wind
1768,DFW,2018-11-05,0.0,0.0,0.0,50.0,55.1,wind
1769,DFW,2018-11-06,0.0,0.0,0.0,27.7,50.3,partly-cloudy-day
1770,DFW,2018-11-07,0.01,0.0,0.0,40.7,100.0,rain
1771,DFW,2018-11-08,7.43,0.0,0.0,35.3,100.0,rain
1772,DFW,2018-11-09,0.01,0.0,0.0,48.1,83.1,rain
1773,DFW,2018-11-10,0.0,0.0,0.0,,53.2,partly-cloudy-day
1774,DFW,2018-11-11,1.01,0.0,0.0,27.7,99.5,rain
1775,DFW,2018-11-12,5.33,0.0,0.0,59.3,100.0,rain
1776,DFW,2018-11-13,0.0,0.0,0.0,49.9,72.2,wind
1777,DFW,2018-11-14,0.0,0.0,0.0,,17.0,clear-day
1778,DFW,2018-11-15,0.0,0.0,0.0,33.5,31.7,partly-cloudy-day
1779,DFW,2018-11-16,0.0,0.0,0.0,29.5,41.4,partly-cloudy-day
1780,DFW,2018-11-17,0.0,0.0,0.0,37.1,57.6,partly-cloudy-day
1781,DFW,2018-11-18,0.01,0.0,0.0,36.1,99.5,rain
1782,DFW,2018-11-19,0.0,0.0,0.0,,55.6,partly-cloudy-day
1783,DFW,2018-11-20,0.0,0.0,0.0,25.9,9.1,clear-day
1784,DFW,2018-11-21,0.0,0.0,0.0,,65.2,partly-cloudy-day
1785,DFW,2018-11-22,0.0,0.0,0.0,,69.1,partly-cloudy-day
1786,DFW,2018-11-23,0.0,0.0,0.0,53.1,57.8,wind
1787,DFW,2018-11-24,0.0,0.0,0.0,38.9,84.7,cloudy
1788,DFW,2018-11-25,0.0,0.0,0.0,66.5,80.1,wind
1789,DFW,2018-11-26,0.0,0.0,0.0,40.7,36.3,wind
1790,DFW,2018-11-27,0.0,0.0,0.0,37.1,18.3,clear-day
1791,DFW,2018-11-28,0.0,0.0,0.0,51.8,20.5,wind
1792,DFW,2018-11-29,0.0,0.0,0.0,40.7,17.2,wind
1793,DFW,2018-11-30,0.35,0.0,0.0,57.5,90.5,rain
1794,DFW,2018-12-01,0.0,0.0,0.0,51.7,33.4,wind
1795,DFW,2018-12-02,0.0,0.0,0.0,35.3,49.6,partly-cloudy-day
1796,DFW,2018-12-03,0.0,0.0,0.0,38.9,74.4,partly-cloudy-day
1797,DFW,2018-12-04,0.0,0.0,0.0,,60.3,partly-cloudy-day
1798,DFW,2018-12-05,0.0,0.0,0.0,,54.3,partly-cloudy-day
1799,DFW,2018-12-06,5.21,0.0,0.0,37.1,100.0,rain
1800,DFW,2018-12-07,14.81,0.0,0.0,35.3,100.0,rain
1801,DFW,2018-12-08,12.71,0.0,0.0,44.6,100.0,rain
1802,DFW,2018-12-09,0.0,0.0,0.0,27.0,57.6,partly-cloudy-day
1803,DFW,2018-12-10,0.0,0.0,0.0,,6.5,clear-day
1804,DFW,2018-12-11,0.0,0.0,0.0,44.6,61.1,wind
1805,DFW,2018-12-12,0.0,0.0,0.0,49.9,96.8,wind
1806,DFW,2018-12-13,2.43,0.0,0.0,50.0,94.8,rain
1807,DFW,2018-12-14,0.0,0.0,0.0,64.1,94.8,wind
1808,DFW,2018-12-15,0.0,0.0,0.0,50.0,29.6,wind
1809,DFW,2018-12-16,0.0,0.0,0.0,,86.1,cloudy
1810,DFW,2018-12-17,0.0,0.0,0.0,,91.4,cloudy
1811,DFW,2018-12-18,0.0,0.0,0.0,,65.8,partly-cloudy-day
1812,DFW,2018-12-19,0.9,0.0,0.0,,98.6,rain
1813,DFW,2018-12-20,0.0,0.0,0.0,66.6,33.6,wind
1814,DFW,2018-12-21,0.0,0.0,0.0,37.1,32.6,partly-cloudy-day
1815,DFW,2018-12-22,0.0,0.0,0.0,38.9,43.7,partly-cloudy-day
1816,DFW,2018-12-23,0.0,0.0,0.0,40.7,22.7,clear-day
1817,DFW,2018-12-24,0.0,0.0,0.0,40.7,55.6,partly-cloudy-day
1818,DFW,2018-12-25,0.0,0.0,0.0,25.9,99.5,cloudy
1819,DFW,2018-12-26,42.1,0.0,0.0,71.4,98.0,rain
1820,DFW,2018-12-27,11.29,0.0,0.0,47.7,45.3,rain
1821,DFW,2018-12-28,0.0,0.0,0.0,44.6,19.0,clear-day
1822,DFW,2018-12-29,0.0,0.0,0.0,35.3,94.0,cloudy
1823,DFW,2018-12-30,0.0,0.0,0.0,,100.0,cloudy
1824,DFW,2018-12-31,11.78,0.0,0.0,31.7,80.0,rain
1825,DFW,2019-01-01,0.0,0.0,0.0,38.9,89.9,cloudy
1826,DFW,2019-01-02,17.61,0.0,0.0,31.7,97.9,rain
1827,DFW,2019-01-03,11.6,0.0,0.0,35.3,91.1,rain
1828,DFW,2019-01-04,0.0,0.0,0.0,38.9,34.8,partly-cloudy-day
1829,DFW,2019-01-05,0.0,0.0,0.0,,3.2,clear-day
1830,DFW,2019-01-06,0.0,0.0,0.0,51.8,28.7,wind
1831,DFW,2019-01-07,0.0,0.0,0.0,53.5,56.8,wind
1832,DFW,2019-01-08,0.0,0.0,0.0,45.2,65.2,wind
1833,DFW,2019-01-09,0.0,0.0,0.0,38.9,57.2,partly-cloudy-day
1834,DFW,2019-01-10,0.0,0.0,0.0,,74.1,partly-cloudy-day
1835,DFW,2019-01-11,10.28,0.0,0.0,37.1,76.7,rain
1836,DFW,2019-01-12,0.5,0.0,0.0,50.0,78.0,rain
1837,DFW,2019-01-13,0.0,0.0,0.0,35.3,100.0,cloudy
1838,DFW,2019-01-14,0.0,0.0,0.0,,68.7,partly-cloudy-day
1839,DFW,2019-01-15,0.0,0.0,0.0,,96.2,cloudy
1840,DFW,2019-01-16,0.0,0.0,0.0,53.6,83.1,wind
1841,DFW,2019-01-17,0.0,0.0,0.0,44.6,57.1,wind
1842,DFW,2019-01-18,0.3,0.0,0.0,50.0,62.6,rain
1843,DFW,2019-01-19,0.0,0.0,0.0,79.5,56.8,wind
1844,DFW,2019-01-20,0.0,0.0,0.0,37.1,70.3,partly-cloudy-day
1845,DFW,2019-01-21,0.0,0.0,0.0,59.6,82.0,wind
1846,DFW,2019-01-22,0.6,0.0,0.0,68.2,68.1,rain
1847,DFW,2019-01-23,0.0,0.0,0.0,54.1,23.9,wind
1848,DFW,2019-01-24,0.0,0.0,0.0,40.7,35.1,partly-cloudy-day
1849,DFW,2019-01-25,0.0,0.0,0.0,,32.0,partly-cloudy-day
1850,DFW,2019-01-26,0.0,0.0,0.0,,54.5,partly-cloudy-day
1851,DFW,2019-01-27,0.0,0.0,0.0,,21.5,clear-day
1852,DFW,2019-01-28,0.0,0.0,0.0,60.7,61.6,wind
1853,DFW,2019-01-29,0.0,0.0,0.0,52.3,59.6,wind
1854,DFW,2019-01-30,0.0,0.0,0.0,,46.1,partly-cloudy-day
1855,DFW,2019-01-31,0.0,0.0,0.0,31.7,89.0,cloudy
1856,DFW,2019-02-01,0.8,0.0,0.0,,85.1,rain
1857,DFW,2019-02-02,0.0,0.0,0.0,,78.6,cloudy
1858,DFW,2019-02-03,0.0,0.0,0.0,53.3,74.7,wind
1859,DFW,2019-02-04,0.0,0.0,0.0,27.7,35.4,partly-cloudy-day
1860,DFW,2019-02-05,0.0,0.0,0.0,50.0,58.2,wind
1861,DFW,2019-02-06,0.0,0.0,0.0,48.5,72.1,wind
1862,DFW,2019-02-07,6.11,0.0,0.0,91.9,67.7,rain
1863,DFW,2019-02-08,0.0,0.0,0.0,44.6,69.9,wind
1864,DFW,2019-02-09,2.7,0.0,0.0,,85.5,rain
1865,DFW,2019-02-10,2.54,0.0,0.0,,91.6,rain
1866,DFW,2019-02-11,8.89,0.0,0.0,33.5,69.4,rain
1867,DFW,2019-02-12,0.0,0.0,0.0,72.2,17.0,wind
1868,DFW,2019-02-13,0.0,0.0,0.0,52.1,52.6,wind
1869,DFW,2019-02-14,0.0,0.0,0.0,59.3,51.5,wind
1870,DFW,2019-02-15,0.0,0.0,0.0,42.5,55.0,wind
1871,DFW,2019-02-16,0.3,0.0,0.0,37.1,98.2,rain
1872,DFW,2019-02-17,0.0,0.0,0.0,46.4,75.6,wind
1873,DFW,2019-02-18,0.0,0.0,0.0,40.7,68.6,partly-cloudy-day
1874,DFW,2019-02-19,9.0,0.0,0.0,35.3,77.2,rain
1875,DFW,2019-02-20,0.0,0.0,0.0,,79.8,cloudy
1876,DFW,2019-02-21,0.36,0.0,0.0,45.4,70.1,rain
1877,DFW,2019-02-22,2.19,0.0,0.0,37.1,99.6,rain
1878,DFW,2019-02-23,0.3,0.0,0.0,62.8,67.4,rain
1879,DFW,2019-02-24,0.0,0.0,0.0,42.7,12.9,clear-day
1880,DFW,2019-02-25,0.0,0.0,0.0,44.6,38.4,wind
